time_stamp,temp_c,feelslike_c,wind_kph,humidity,precip_mm,gust_kph,wind_degree,pressure_mb,cloud,uv
2024-01-21 15:00:00,10.9,10.9,47.0,88.33,0.0,75.0,207,986.4,90.3,0
2024-01-21 16:00:00,11.6,11.6,49.4,84.69,0.0,79.4,207,984.1,89.0,0
2024-01-21 17:00:00,12.5,12.5,51.1,84.22,0.0,83.9,210,982.3,89.0,0
2024-01-21 18:00:00,12.9,12.9,52.5,83.79,1.936,82.0,203,979.6,89.0,0
2024-01-21 19:00:00,12.9,12.9,56.1,87.15,0.0,97.5,220,979.2,89.0,0
2024-01-21 20:00:00,13.1,13.1,47.0,72.36,0.0,82.7,223,979.4,89.0,0
2024-01-21 21:00:00,12.4,12.4,44.2,71.54,0.0,77.4,230,979.7,89.0,0
2024-01-21 22:00:00,10.1,10.1,38.8,66.84,0.0,76.8,240,982.2,85.1,0
2024-01-21 23:00:00,8.9,4.4,43.3,71.42,0.0,71.1,250,984.5,67.6,0
2024-01-22 00:00:00,8.5,3.6,45.3,71.23,2.24,81.8,260,986.6,60.9,0
2024-01-22 01:00:00,7.4,2.5,41.3,78.63,0.0,71.3,250,988.0,56.9,0
2024-01-22 02:00:00,7.4,2.4,42.5,72.65,0.0,69.1,257,989.9,45.3,0
2024-01-22 03:00:00,7.0,2.2,36.9,76.3,0.0,61.3,250,991.7,36.1,0
2024-01-22 04:00:00,7.0,2.3,34.4,75.96,0.0,56.0,250,993.4,35.4,0
2024-01-22 05:00:00,6.2,1.2,35.0,80.57,0.0,57.6,250,994.7,48.7,0
2024-01-22 06:00:00,6.1,1.4,31.9,79.14,0.001,51.8,247,995.7,24.8,0
2024-01-22 07:00:00,6.1,1.6,29.0,79.4,0.0,50.9,240,996.8,25.0,0
2024-01-22 08:00:00,6.0,1.3,30.3,77.0,0.0,51.8,247,998.3,50.0,0
2024-01-22 09:00:00,5.8,1.2,28.8,77.95,0.0,48.2,244,999.5,50.0,0
2024-01-22 10:00:00,6.1,1.9,25.2,79.58,0.0,42.5,237,1000.8,59.7,1
2024-01-22 11:00:00,7.0,2.7,29.6,72.36,0.0,46.4,247,1001.5,40.9,2
2024-01-22 12:00:00,7.6,3.6,29.0,72.6,0.002,49.4,240,1002.6,50.1,2
2024-01-22 13:00:00,7.3,2.5,38.1,71.11,0.0,67.4,250,1003.4,67.4,2
2024-01-22 14:00:00,6.8,2.3,31.9,74.61,0.0,61.5,253,1004.3,47.6,0
2024-01-22 15:00:00,6.1,1.4,32.2,76.74,0.0,64.0,254,1005.5,54.1,0
2024-01-22 16:00:00,6.1,1.2,32.9,75.95,0.0,67.0,250,1007.2,57.8,0
2024-01-22 17:00:00,5.6,1.2,26.0,78.49,0.0,40.7,250,1008.6,39.3,0
2024-01-22 18:00:00,5.9,1.6,26.0,76.61,0.0,60.5,247,1010.5,67.7,0
2024-01-22 19:00:00,5.6,1.2,25.3,78.06,0.0,61.6,247,1012.3,63.8,0
2024-01-22 20:00:00,5.0,0.7,23.5,79.81,0.0,60.1,247,1013.3,37.1,0
2024-01-22 21:00:00,5.6,1.4,23.5,78.3,0.0,56.9,237,1014.4,46.0,0
2024-01-22 22:00:00,4.9,0.3,26.7,81.08,0.0,54.0,247,1015.3,44.8,0
2024-01-22 23:00:00,5.5,1.6,21.3,77.81,0.0,38.9,237,1016.4,50.0,0
2024-01-23 00:00:00,5.2,1.5,18.7,80.17,0.0,40.3,227,1017.5,50.0,0
2024-01-23 01:00:00,5.6,2.2,16.6,77.03,0.0,38.2,223,1017.5,48.6,0
2024-01-23 02:00:00,5.3,1.9,16.6,80.98,0.0,27.7,203,1017.0,61.0,0
2024-01-23 03:00:00,5.9,2.3,19.7,76.65,0.0,19.8,217,1016.3,87.8,0
2024-01-23 04:00:00,6.8,3.4,19.4,74.39,0.0,14.0,200,1015.3,89.1,0
2024-01-23 05:00:00,6.9,3.9,16.7,88.13,0.0,13.7,176,1013.4,89.0,0
2024-01-23 06:00:00,6.9,3.2,23.1,91.55,0.689,16.9,157,1011.1,89.1,0
2024-01-23 07:00:00,8.1,4.4,26.5,90.97,0.0,66.6,171,1008.2,89.0,0
2024-01-23 08:00:00,10.6,10.6,31.3,85.04,0.0,70.6,179,1006.0,77.3,0
2024-01-23 09:00:00,11.3,11.3,32.0,90.24,0.0,68.4,203,1004.1,90.3,0
2024-01-23 10:00:00,12.5,12.5,35.3,89.31,0.0,60.9,220,1003.2,90.3,0
2024-01-23 11:00:00,13.0,13.0,37.0,87.92,0.0,65.1,220,1002.2,90.3,1
2024-01-23 12:00:00,13.9,13.9,36.2,86.79,1.562,67.7,227,1001.1,89.1,1
2024-01-23 13:00:00,13.9,13.9,40.3,88.14,0.0,68.8,227,1000.2,89.0,1
2024-01-23 14:00:00,13.9,13.9,39.6,88.14,0.0,68.4,227,999.5,92.2,1
2024-01-23 15:00:00,14.0,14.0,39.4,86.5,0.0,65.8,227,998.5,90.3,1
2024-01-23 16:00:00,12.9,12.9,32.7,93.57,0.0,64.5,244,999.2,90.3,0
2024-01-23 17:00:00,13.0,13.0,30.9,78.42,0.0,54.9,239,999.2,83.9,0
2024-01-23 18:00:00,12.1,12.1,36.9,70.67,3.021,68.2,233,999.6,63.8,0
2024-01-23 19:00:00,11.6,11.6,32.7,67.66,0.0,68.1,230,999.5,83.9,0
2024-01-23 20:00:00,10.1,10.1,35.1,81.02,0.0,68.2,232,1000.1,85.1,0
2024-01-23 21:00:00,10.2,10.2,38.2,71.7,0.0,78.0,241,1000.7,87.8,0
2024-01-23 22:00:00,10.5,10.5,37.2,67.1,0.0,70.1,240,1001.8,89.0,0
2024-01-23 23:00:00,10.0,5.8,43.9,68.31,0.0,72.9,250,1003.6,89.0,0
2024-01-24 00:00:00,10.0,5.7,44.4,67.27,0.233,73.6,250,1005.2,89.0,0
2024-01-24 01:00:00,9.9,5.4,47.3,68.24,0.0,76.4,253,1007.3,89.0,0
2024-01-24 02:00:00,9.0,4.4,46.0,75.29,0.0,74.3,260,1008.8,89.0,0
2024-01-24 03:00:00,8.8,4.3,41.6,75.0,0.0,62.5,256,1011.3,74.2,0
2024-01-24 04:00:00,8.1,3.9,33.1,76.7,0.0,63.2,259,1012.9,84.6,0
2024-01-24 05:00:00,8.0,3.9,31.3,77.31,0.0,50.0,250,1014.7,60.9,0
2024-01-24 06:00:00,7.8,3.8,28.3,77.46,0.489,46.4,250,1016.7,55.8,0
2024-01-24 07:00:00,7.3,3.4,25.6,81.32,0.0,42.5,247,1017.6,57.2,0
2024-01-24 08:00:00,7.6,3.8,25.3,78.95,0.0,42.5,247,1018.8,61.0,0
2024-01-24 09:00:00,7.1,3.5,22.9,79.74,0.0,68.0,244,1020.3,88.8,0
2024-01-24 10:00:00,7.7,4.0,24.7,77.91,0.0,61.6,247,1020.7,87.5,0
2024-01-24 11:00:00,8.1,5.0,20.1,76.63,0.0,38.5,240,1022.5,87.4,1
2024-01-24 12:00:00,8.2,4.9,21.9,75.61,0.0,39.6,244,1023.2,88.9,1
2024-01-24 13:00:00,8.6,5.7,19.3,74.04,0.0,39.2,240,1023.4,89.0,1
2024-01-24 14:00:00,8.9,6.2,17.8,72.65,0.0,40.7,233,1024.0,89.0,1
2024-01-24 15:00:00,8.9,6.5,15.6,73.3,0.0,40.7,237,1024.0,87.8,1
2024-01-24 16:00:00,7.9,5.4,14.3,83.14,0.0,35.3,255,1024.4,61.7,0
2024-01-24 17:00:00,6.9,4.4,13.0,82.25,0.0,28.8,223,1025.0,34.3,0
2024-01-24 18:00:00,6.2,3.7,12.4,86.57,0.373,13.7,206,1025.3,32.8,0
2024-01-24 19:00:00,6.3,3.7,12.7,86.04,0.0,14.4,219,1025.3,25.3,0
2024-01-24 20:00:00,5.9,3.8,9.8,87.33,0.0,7.9,213,1025.3,17.1,0
2024-01-24 21:00:00,5.9,4.0,8.4,87.49,0.0,7.2,184,1024.9,25.0,0
2024-01-24 22:00:00,6.1,4.0,9.7,86.97,0.0,7.2,151,1024.9,85.1,0
2024-01-24 23:00:00,6.3,4.2,10.4,84.57,0.0,9.4,149,1024.1,89.0,0
2024-01-25 00:00:00,7.4,5.0,13.0,77.6,0.0,11.9,150,1023.4,89.0,0
2024-01-25 01:00:00,7.2,5.4,9.7,80.01,0.0,14.0,121,1021.9,89.0,0
2024-01-25 02:00:00,7.6,5.5,11.9,88.02,0.0,16.9,142,1021.4,92.2,0
2024-01-25 03:00:00,8.4,6.1,14.5,90.79,0.0,28.1,118,1020.0,89.1,0
2024-01-25 04:00:00,9.3,5.9,27.0,90.26,0.0,42.8,163,1019.0,92.2,0
2024-01-25 05:00:00,9.3,6.4,22.1,92.41,0.0,41.8,160,1018.0,89.0,0
2024-01-25 06:00:00,9.4,6.8,18.4,92.78,0.689,8.3,164,1017.0,90.4,0
2024-01-25 07:00:00,11.0,11.0,27.9,87.82,0.0,44.6,203,1016.2,87.8,0
2024-01-25 08:00:00,11.1,11.1,23.5,87.51,0.0,28.1,203,1015.8,89.0,0
2024-01-25 09:00:00,11.4,11.4,22.4,86.63,0.0,33.1,203,1015.3,89.1,0
2024-01-25 10:00:00,11.9,11.9,21.9,86.91,0.0,34.9,198,1014.9,81.9,1
2024-01-25 11:00:00,12.1,12.1,26.0,86.92,0.0,38.2,203,1014.7,89.1,1
2024-01-25 12:00:00,12.8,12.8,28.3,84.68,0.078,46.4,206,1014.0,89.0,1
2024-01-25 13:00:00,12.9,12.9,24.2,85.34,0.0,47.5,203,1013.0,79.4,2
2024-01-25 14:00:00,12.9,12.9,26.8,86.6,0.0,48.2,210,1012.3,89.0,1
2024-01-25 15:00:00,12.9,12.9,26.0,85.11,0.0,50.0,206,1011.7,89.0,1
2024-01-25 16:00:00,12.6,12.6,24.9,88.52,0.0,43.6,203,1010.9,89.0,0
2024-01-25 17:00:00,12.6,12.6,25.7,88.91,0.0,41.4,206,1010.1,78.1,0
2024-01-25 18:00:00,12.6,12.6,34.4,85.79,0.0,50.0,199,1009.0,73.0,0
2024-01-25 19:00:00,12.6,12.6,30.1,84.33,0.0,58.0,213,1008.4,66.3,0
2024-01-25 20:00:00,12.6,12.6,34.7,80.66,0.0,57.9,220,1007.2,27.5,0
2024-01-25 21:00:00,12.0,12.0,34.0,78.55,0.0,57.8,227,1006.7,25.1,0
2024-01-25 22:00:00,11.6,11.6,36.9,75.31,0.0,64.1,218,1005.7,26.5,0
2024-01-25 23:00:00,11.1,11.1,37.7,83.45,0.0,64.7,212,1005.4,86.4,0
2024-01-26 00:00:00,8.1,3.8,34.7,86.95,3.004,63.2,260,1007.7,86.4,0
2024-01-26 01:00:00,6.4,1.2,40.5,82.65,0.0,77.3,260,1010.2,86.4,0
2024-01-26 02:00:00,5.6,0.7,31.6,82.46,0.0,64.8,259,1012.3,83.7,0
2024-01-26 03:00:00,4.6,-0.8,33.0,83.53,0.0,72.0,257,1014.6,48.7,0
2024-01-26 04:00:00,4.0,-1.5,33.3,76.88,0.0,53.6,257,1017.3,17.2,0
2024-01-26 05:00:00,3.6,-0.8,20.7,79.0,0.0,37.1,249,1018.8,17.2,0
2024-01-26 06:00:00,3.1,-1.1,18.4,81.95,0.0,58.0,241,1020.5,17.2,0
2024-01-26 07:00:00,3.6,-1.7,28.5,76.89,0.0,50.0,254,1021.3,17.2,0
2024-01-26 08:00:00,3.2,-1.4,22.0,80.14,0.0,50.0,240,1022.6,17.1,0
2024-01-26 09:00:00,3.6,-0.4,18.1,77.5,0.0,47.2,230,1024.6,17.2,0
2024-01-26 10:00:00,4.9,1.1,18.4,75.35,0.0,41.4,220,1025.7,17.2,1
2024-01-26 11:00:00,5.7,1.8,21.8,73.18,0.0,41.4,227,1027.0,17.2,2
2024-01-26 12:00:00,6.7,2.8,24.4,71.56,0.0,46.4,230,1027.4,17.2,2
2024-01-26 13:00:00,7.1,3.1,27.0,71.89,0.0,44.6,230,1027.5,17.2,2
2024-01-26 14:00:00,7.9,4.2,24.8,67.82,0.0,50.4,230,1027.5,17.3,1
2024-01-26 15:00:00,8.0,4.4,24.0,67.2,0.0,49.0,223,1027.4,32.8,0
2024-01-26 16:00:00,7.7,4.3,22.4,69.41,0.0,44.3,223,1027.3,27.6,0
2024-01-26 17:00:00,7.0,3.3,23.4,72.24,0.0,41.8,223,1027.1,17.5,0
2024-01-26 18:00:00,7.1,3.6,21.0,74.32,0.0,38.5,220,1027.5,65.1,0
2024-01-26 19:00:00,7.0,3.6,19.5,74.17,0.0,51.8,203,1027.4,27.9,0
2024-01-26 20:00:00,7.0,3.2,24.4,75.16,0.0,45.4,220,1028.0,0.8,0
2024-01-26 21:00:00,7.0,3.3,22.7,76.2,0.0,53.6,220,1028.1,71.0,0
2024-01-26 22:00:00,7.1,3.1,26.2,77.25,0.0,43.2,220,1028.1,74.0,0
2024-01-26 23:00:00,6.7,3.3,19.1,81.23,0.0,40.0,213,1028.1,67.8,0
2024-01-27 00:00:00,6.1,2.5,19.8,82.29,0.0,40.0,213,1028.0,39.7,0
2024-01-27 01:00:00,6.8,2.9,24.2,77.25,0.0,42.5,213,1027.5,82.9,0
2024-01-27 02:00:00,7.0,3.2,24.2,74.89,0.0,38.9,213,1027.1,83.1,0
2024-01-27 03:00:00,7.2,3.6,23.4,72.95,0.0,34.6,204,1026.5,83.1,0
2024-01-27 04:00:00,7.1,3.4,23.4,75.97,0.0,38.9,206,1026.4,79.3,0
2024-01-27 05:00:00,7.1,3.3,24.2,74.88,0.0,39.2,206,1026.1,83.1,0
2024-01-27 06:00:00,7.1,3.8,20.0,74.68,0.0,23.8,206,1026.1,83.0,0
2024-01-27 07:00:00,7.1,3.5,22.3,74.7,0.0,25.6,206,1025.9,78.1,0
2024-01-27 08:00:00,7.1,3.6,22.1,75.79,0.0,26.6,203,1025.9,89.3,0
2024-01-27 09:00:00,7.9,4.4,24.4,74.98,0.0,27.0,207,1025.1,89.0,0
2024-01-27 10:00:00,8.8,5.4,25.2,73.31,0.0,38.9,210,1025.0,89.0,1
2024-01-27 11:00:00,9.1,5.4,29.9,72.95,0.0,27.4,203,1025.0,89.0,1
2024-01-27 12:00:00,9.8,6.2,31.4,71.39,0.0,52.5,210,1024.2,96.7,1
2024-01-27 13:00:00,9.9,6.9,24.8,71.8,0.0,32.8,203,1023.5,94.3,1
2024-01-27 14:00:00,9.9,6.7,25.5,73.5,0.0,31.7,203,1023.0,94.2,1
2024-01-27 15:00:00,9.7,6.7,23.3,73.71,0.0,28.8,203,1022.3,88.4,1
2024-01-27 16:00:00,9.6,6.8,20.3,72.97,0.0,26.6,206,1021.8,94.2,0
2024-01-27 17:00:00,9.1,5.7,27.2,74.37,0.0,10.8,192,1021.2,90.3,0
2024-01-27 18:00:00,9.0,5.5,28.0,72.95,0.0,11.9,196,1021.0,57.8,0
2024-01-27 19:00:00,9.1,6.8,15.4,73.49,0.0,18.0,178,1020.5,89.0,0
2024-01-27 20:00:00,9.6,6.8,20.5,74.91,0.0,19.8,171,1019.9,78.1,0
2024-01-27 21:00:00,9.8,6.7,24.4,78.05,0.0,24.5,171,1018.9,79.4,0
2024-01-27 22:00:00,10.0,10.0,24.1,80.92,0.0,63.0,171,1018.1,79.4,0
2024-01-27 23:00:00,10.8,10.8,28.1,79.05,0.0,55.4,179,1017.3,89.1,0
2024-01-28 00:00:00,11.1,11.1,23.4,77.62,0.0,32.4,188,1016.4,89.1,0
2024-01-28 01:00:00,11.1,11.1,17.7,80.12,0.0,48.2,178,1015.9,89.1,0
2024-01-28 02:00:00,11.1,11.1,22.7,80.18,0.0,45.5,203,1015.0,89.1,0
2024-01-28 03:00:00,11.0,11.0,24.0,77.01,0.0,51.8,203,1014.3,89.1,0
2024-01-28 04:00:00,10.9,10.9,30.6,77.07,0.0,53.1,203,1013.0,89.1,0
2024-01-28 05:00:00,10.8,10.8,19.0,82.1,0.0,63.0,196,1012.1,61.2,0
2024-01-28 06:00:00,10.4,10.4,26.7,80.6,0.0,48.5,207,1011.2,71.7,0
2024-01-28 07:00:00,11.1,11.1,16.4,75.59,0.0,63.0,193,1010.9,69.2,0
2024-01-28 08:00:00,10.9,10.9,35.0,75.7,0.0,36.7,186,1009.9,88.9,0
2024-01-28 09:00:00,10.9,10.9,26.6,72.42,0.0,48.1,186,1009.4,76.8,0
2024-01-28 10:00:00,11.5,11.5,40.8,68.68,0.0,70.6,177,1009.3,88.7,1
2024-01-28 11:00:00,12.1,12.1,38.5,64.14,0.0,64.8,176,1008.4,89.0,2
2024-01-28 12:00:00,11.4,11.4,42.2,72.82,0.0,74.8,173,1008.2,89.0,1
2024-01-28 13:00:00,11.9,11.9,43.5,74.8,0.0,63.6,179,1007.5,88.8,2
2024-01-28 14:00:00,12.1,12.1,31.9,76.74,0.0,68.4,186,1008.2,94.2,1
2024-01-28 15:00:00,12.1,12.1,29.6,85.54,0.0,38.2,203,1008.4,94.2,1
2024-01-28 16:00:00,12.1,12.1,27.6,85.91,0.0,64.8,200,1008.9,94.2,0
2024-01-28 17:00:00,12.8,12.8,23.7,82.05,0.0,49.0,203,1009.9,94.2,0
2024-01-28 18:00:00,9.8,6.3,29.9,83.49,0.004,41.0,261,1012.2,94.3,0
2024-01-28 19:00:00,9.0,6.1,20.1,81.15,0.0,40.3,257,1013.4,92.2,0
2024-01-28 20:00:00,8.6,5.8,18.1,81.61,0.0,42.5,260,1014.8,93.0,0
2024-01-28 21:00:00,7.9,4.5,22.2,85.41,0.0,34.9,269,1016.3,94.2,0
2024-01-28 22:00:00,7.4,4.8,14.8,86.57,0.0,36.4,267,1017.2,89.0,0
2024-01-28 23:00:00,7.0,4.1,15.5,86.45,0.0,30.2,282,1017.5,89.1,0
2024-01-29 00:00:00,6.8,4.7,10.4,88.64,0.003,18.0,278,1018.4,89.0,0
2024-01-29 01:00:00,5.9,3.9,9.3,93.36,0.0,18.0,287,1018.9,89.1,0
2024-01-29 02:00:00,5.9,4.3,7.4,88.79,0.0,17.6,313,1019.3,89.0,0
2024-01-29 03:00:00,5.7,3.3,10.7,83.24,0.0,18.0,316,1019.6,89.1,0
2024-01-29 04:00:00,4.9,2.8,9.0,91.8,0.0,18.4,342,1019.5,89.1,0
2024-01-29 05:00:00,4.1,0.6,15.3,90.72,0.0,19.4,3,1020.0,89.1,0
2024-01-29 06:00:00,3.7,0.4,13.7,89.07,3.773,18.0,356,1020.5,90.4,0
2024-01-29 07:00:00,3.0,-0.6,14.5,92.97,0.0,22.3,1,1020.6,90.3,0
2024-01-29 08:00:00,3.6,-0.3,16.8,93.17,0.0,22.3,15,1020.7,90.4,0
2024-01-29 09:00:00,3.9,0.5,14.0,94.22,0.0,23.8,21,1021.3,94.3,0
2024-01-29 10:00:00,4.0,0.3,16.3,93.7,0.0,27.0,17,1021.0,94.2,0
2024-01-29 11:00:00,4.5,0.8,17.8,93.63,0.0,27.4,16,1021.1,94.2,0
2024-01-29 12:00:00,4.8,0.9,19.2,93.8,4.481,22.0,11,1021.0,94.3,0
2024-01-29 13:00:00,4.8,0.8,20.0,93.29,0.0,29.5,14,1020.5,94.3,0
2024-01-29 14:00:00,4.8,1.1,18.6,92.31,0.0,30.6,12,1020.4,97.2,0
2024-01-29 15:00:00,4.9,1.3,17.3,93.18,0.0,33.8,10,1020.0,96.1,0
2024-01-29 16:00:00,4.9,1.5,16.3,86.95,0.0,31.3,8,1020.3,90.3,0
2024-01-29 17:00:00,4.8,1.9,13.2,87.2,0.0,28.4,343,1020.4,90.3,0
2024-01-29 18:00:00,4.8,1.6,14.5,88.14,2.987,23.4,321,1020.6,90.3,0
2024-01-29 19:00:00,4.9,1.3,17.8,87.35,0.0,31.0,323,1021.2,88.7,0
2024-01-29 20:00:00,4.9,1.0,18.8,83.26,0.0,33.8,321,1021.3,89.0,0
2024-01-29 21:00:00,4.8,0.8,20.3,82.2,0.0,35.6,313,1021.9,87.8,0
2024-01-29 22:00:00,3.4,-0.8,19.8,84.27,0.0,35.3,307,1022.5,47.5,0
2024-01-29 23:00:00,2.0,-2.5,18.8,87.98,0.0,33.1,290,1023.3,17.2,0
2024-01-30 00:00:00,1.5,-3.3,19.5,88.29,0.0,33.5,296,1023.9,17.1,0
2024-01-30 01:00:00,1.3,-3.4,18.9,88.85,0.0,34.2,289,1024.3,17.2,0
2024-01-30 02:00:00,0.5,-3.9,16.1,89.38,0.0,33.5,283,1024.6,17.2,0
2024-01-30 03:00:00,0.6,-4.4,20.3,89.05,0.0,32.0,277,1025.4,14.2,0
2024-01-30 04:00:00,0.1,-4.8,18.1,89.85,0.0,30.6,284,1025.6,14.2,0
2024-01-30 05:00:00,0.0,-4.8,17.6,89.25,0.0,27.4,267,1026.6,14.2,0
2024-01-30 06:00:00,-0.2,-4.6,14.5,87.96,0.0,26.6,259,1027.4,14.2,0
2024-01-30 07:00:00,0.0,-4.3,15.0,91.38,0.0,27.0,254,1027.8,14.3,0
2024-01-30 08:00:00,0.3,-3.9,14.7,89.98,0.0,25.9,256,1028.7,31.4,0
2024-01-30 09:00:00,1.1,-3.1,15.3,87.86,0.0,24.8,247,1029.4,26.5,0
2024-01-30 10:00:00,2.2,-1.3,12.4,86.64,0.0,25.2,249,1030.3,41.4,1
2024-01-30 11:00:00,4.1,0.8,14.4,82.45,0.0,27.0,243,1030.3,55.8,2
2024-01-30 12:00:00,4.9,1.9,13.3,82.73,0.001,29.5,235,1030.5,76.0,1
2024-01-30 13:00:00,6.8,4.3,12.7,74.26,0.0,28.8,229,1030.2,83.8,2
2024-01-30 14:00:00,7.8,5.1,15.6,69.22,0.0,28.1,237,1030.2,83.8,1
2024-01-30 15:00:00,7.7,5.0,15.0,66.41,0.0,28.1,236,1030.0,25.0,1
2024-01-30 16:00:00,6.8,4.0,15.0,68.01,0.0,27.7,230,1030.5,15.7,0
2024-01-30 17:00:00,5.2,2.6,11.7,73.82,0.0,20.9,214,1031.1,17.5,0
2024-01-30 18:00:00,4.3,1.1,14.0,77.18,0.0,11.2,196,1030.6,17.5,0
2024-01-30 19:00:00,3.5,0.6,11.4,80.85,0.0,11.2,202,1031.1,19.7,0
2024-01-30 20:00:00,3.6,0.5,12.4,78.0,0.0,11.5,195,1031.1,87.8,0
2024-01-30 21:00:00,4.3,0.8,15.8,73.79,0.0,11.9,188,1030.9,84.8,0
2024-01-30 22:00:00,5.0,1.5,16.9,69.86,0.0,11.9,196,1030.6,81.9,0
2024-01-30 23:00:00,4.5,0.8,17.0,72.02,0.0,12.2,203,1030.5,45.0,0
2024-01-31 00:00:00,4.4,0.4,20.0,72.28,0.0,9.4,196,1029.9,39.9,0
2024-01-31 01:00:00,4.7,0.6,20.7,71.86,0.0,14.4,206,1029.3,76.8,0
2024-01-31 02:00:00,5.1,0.9,22.1,70.99,0.0,20.2,198,1028.1,61.1,0
2024-01-31 03:00:00,5.8,1.8,22.1,70.67,0.0,27.0,209,1027.5,89.0,0
2024-01-31 04:00:00,6.0,1.7,25.7,71.5,0.0,31.7,202,1026.1,89.0,0
2024-01-31 05:00:00,6.0,1.6,27.6,72.04,0.0,34.2,206,1025.2,89.0,0
2024-01-31 06:00:00,6.6,2.1,30.9,72.15,0.0,55.4,206,1023.9,89.0,0
2024-01-31 07:00:00,7.0,2.3,34.3,71.7,0.0,64.8,213,1023.0,88.8,0
2024-01-31 08:00:00,7.0,2.6,30.9,72.36,0.0,50.0,213,1022.1,87.8,0
2024-01-31 09:00:00,7.6,3.0,36.6,72.47,0.0,64.8,210,1020.8,87.8,0
2024-01-31 10:00:00,8.0,3.8,33.0,75.33,0.0,66.6,210,1020.4,89.1,0
2024-01-31 11:00:00,8.9,4.5,39.7,75.75,0.0,64.8,213,1018.9,89.1,1
2024-01-31 12:00:00,9.3,5.4,34.9,78.86,0.0,54.7,223,1017.9,89.1,1
2024-01-31 13:00:00,10.1,10.1,34.7,79.85,0.0,62.4,230,1017.1,89.1,2
2024-01-31 14:00:00,10.6,10.6,32.2,82.4,0.0,63.7,234,1016.4,89.0,1
2024-01-31 15:00:00,10.7,10.7,32.4,88.4,0.0,53.6,237,1016.4,94.3,1
2024-01-31 16:00:00,10.8,10.8,32.1,92.1,0.0,44.6,244,1017.3,94.2,0
2024-01-31 17:00:00,7.4,3.1,31.5,93.54,0.0,64.8,300,1020.5,90.3,0
2024-01-31 18:00:00,6.8,3.0,23.6,89.81,1.536,43.9,287,1022.6,63.7,0
2024-01-31 19:00:00,5.1,1.6,17.5,92.91,0.0,45.4,267,1024.4,25.2,0
2024-01-31 20:00:00,5.8,2.1,20.0,89.95,0.0,43.9,264,1025.5,85.1,0
2024-01-31 21:00:00,4.6,1.2,15.3,89.03,0.0,36.4,263,1026.9,65.1,0
2024-01-31 22:00:00,4.5,0.7,18.3,84.44,0.0,30.2,264,1027.7,76.8,0
2024-01-31 23:00:00,3.9,0.9,12.1,85.46,0.0,25.9,244,1029.2,72.8,0
